2002-11-03,ligue-1,13,CS Sedan,Paris Saint-Germain,3,1
2002-11-03,ligue-1,13,FC Nantes,Girondins Bordeaux,0,0
2002-11-03,ligue-2,14,AS Nancy Lorraine,FC Metz,1,2
2002-11-05,national,14,Angers SCO,Stade Brestois 29,3,0
2002-11-05,national,14,Dijon FCO,Racing Besançon,3,1
2002-11-05,national,14,AS Cannes,Pau FC,2,2
2002-11-05,national,14,FC Rouen 1899,AS Cherbourg,3,1
2002-11-05,national,14,AS Angoulême Charente,FC Martigues,0,0
2002-11-05,national,14,FC Sète,Valenciennes FC,1,1
2002-11-05,national,14,Louhans-Cuiseaux,Olympique Alès-en-Cévennes,1,0
2002-11-05,national,14,Trélissac FC,La Roche-sur-Yon VF,2,2
2002-11-05,national,14,ES Viry-Châtillon,Nîmes Olympique,1,1
2002-11-05,national,14,Stade Beaucairois,SO Romorantin,1,1
2002-11-07,ligue-1,14,Havre AC,Olympique Lyonnais,1,2
2002-11-07,ligue-1,14,AC Ajaccio,AJ Auxerre,1,0
2002-11-08,ligue-1,14,OGC Nice,AS Monaco,1,0
2002-11-08,ligue-2,15,ES Wasquehal,SM Caen,2,2
2002-11-08,national,15,Valenciennes FC,AS Cannes,0,0
2002-11-08,national,15,Stade Brestois 29,Stade Beaucairois,3,0
2002-11-08,national,15,Nîmes Olympique,Louhans-Cuiseaux,2,2
2002-11-08,national,15,FC Martigues,FC Sète,1,2
2002-11-08,national,15,Olympique Alès-en-Cévennes,Trélissac FC,3,2
2002-11-08,national,15,AS Cherbourg,AS Angoulême Charente,1,1
2002-11-08,national,15,Racing Besançon,Angers SCO,2,0
2002-11-08,national,15,Pau FC,ES Viry-Châtillon,1,1
2002-11-08,national,15,SO Romorantin,FC Rouen 1899,0,1
2002-11-08,national,15,La Roche-sur-Yon VF,Dijon FCO,0,2
2002-11-09,ligue-1,14,Girondins Bordeaux,Stade Rennais,2,0
2002-11-09,ligue-1,14,RC Strasbourg,RC Lens,2,0
2002-11-09,ligue-1,14,ESTAC Troyes,SC Bastia,3,0
2002-11-09,ligue-1,14,Paris Saint-Germain,FC Sochaux,1,1
2002-11-09,ligue-1,14,Lille OSC,FC Nantes,0,1
2002-11-09,ligue-1,14,Montpellier HSC,CS Sedan,2,0
2002-11-09,ligue-1,14,EA Guingamp,Olympique Marseille,0,0
2002-11-09,ligue-2,15,FC Gueugnon,Amiens SC,1,1
2002-11-09,ligue-2,15,FC Istres,AS Nancy Lorraine,2,0
2002-11-09,ligue-2,15,Le Mans FC,AS Beauvais,1,0
2002-11-09,ligue-2,15,FC Metz,LB Châteauroux,2,0
2002-11-09,ligue-2,15,Chamois Niortais,ASOA Valence,2,2
2002-11-09,ligue-2,15,Stade de Reims,Grenoble Foot 38,0,1
2002-11-09,ligue-2,15,AS Saint-Étienne,US Créteil-Lusitanos,1,1
2002-11-09,ligue-2,15,Toulouse FC,Clermont Foot 63,2,1
2002-11-10,ligue-2,15,FC Lorient,Stade Lavallois,2,1
2002-11-14,ligue-1,15,AS Monaco,AC Ajaccio,3,2
2002-11-15,ligue-2,16,LB Châteauroux,Le Mans FC,1,1
2002-11-15,national,16,Angers SCO,La Roche-sur-Yon VF,1,0
2002-11-15,national,16,Dijon FCO,Olympique Alès-en-Cévennes,2,0
2002-11-15,national,16,FC Rouen 1899,Stade Brestois 29,2,1
2002-11-15,national,16,AS Angoulême Charente,SO Romorantin,2,0
2002-11-15,national,16,FC Sète,AS Cherbourg,5,1
2002-11-15,national,16,Trélissac FC,Nîmes Olympique,1,2
2002-11-15,national,16,ES Viry-Châtillon,Louhans-Cuiseaux,1,1
2002-11-15,national,16,Pau FC,Valenciennes FC,4,1
2002-11-16,ligue-1,15,AJ Auxerre,OGC Nice,0,2
2002-11-16,ligue-1,15,Olympique Lyonnais,Girondins Bordeaux,4,2
2002-11-16,ligue-1,15,Olympique Marseille,ESTAC Troyes,0,0
2002-11-16,ligue-1,15,CS Sedan,Lille OSC,0,1
2002-11-16,ligue-1,15,SC Bastia,EA Guingamp,0,2
2002-11-16,ligue-1,15,FC Nantes,RC Strasbourg,4,1
2002-11-16,ligue-1,15,FC Sochaux,Montpellier HSC,0,0
2002-11-16,ligue-1,15,Stade Rennais,Havre AC,0,0
2002-11-16,ligue-2,16,Amiens SC,FC Istres,1,1
2002-11-16,ligue-2,16,SM Caen,Chamois Niortais,0,1
2002-11-16,ligue-2,16,Clermont Foot 63,Stade de Reims,3,2
2002-11-16,ligue-2,16,US Créteil-Lusitanos,AS Beauvais,1,0
2002-11-16,ligue-2,16,Grenoble Foot 38,Toulouse FC,1,1
2002-11-16,ligue-2,16,FC Gueugnon,FC Lorient,1,0
2002-11-16,ligue-2,16,Stade Lavallois,FC Metz,1,1
2002-11-17,ligue-1,15,RC Lens,Paris Saint-Germain,3,2
2002-11-17,ligue-2,16,AS Nancy Lorraine,AS Saint-Étienne,1,0
2002-11-22,ligue-1,16,Paris Saint-Germain,FC Nantes,0,1
2002-11-23,ligue-1,16,Olympique Marseille,RC Lens,1,0
2002-11-23,ligue-1,16,Montpellier HSC,SC Bastia,2,2
2002-11-23,ligue-1,16,Girondins Bordeaux,AC Ajaccio,1,0
2002-11-23,ligue-1,16,OGC Nice,Stade Rennais,0,0
2002-11-23,ligue-1,16,Havre AC,AJ Auxerre,0,1
2002-11-23,ligue-1,16,Lille OSC,Olympique Lyonnais,2,1
2002-11-23,ligue-1,16,ESTAC Troyes,CS Sedan,2,0
2002-11-23,ligue-1,16,EA Guingamp,FC Sochaux,2,0
2002-11-24,ligue-1,16,RC Strasbourg,AS Monaco,1,0
2002-11-29,ligue-2,17,FC Metz,SM Caen,4,0
2002-11-29,national,17,Valenciennes FC,ES Viry-Châtillon,1,1
2002-11-29,national,17,Stade Brestois 29,AS Angoulême Charente,1,4
2002-11-29,national,17,Nîmes Olympique,Dijon FCO,4,2
2002-11-29,national,17,FC Martigues,Pau FC,0,0
2002-11-29,national,17,Olympique Alès-en-Cévennes,Angers SCO,2,2
2002-11-29,national,17,Louhans-Cuiseaux,Trélissac FC,0,1
2002-11-29,national,17,AS Cherbourg,AS Cannes,0,0
2002-11-29,national,17,Racing Besançon,FC Rouen 1899,3,1
2002-11-29,national,17,SO Romorantin,FC Sète,0,0
2002-11-29,national,17,La Roche-sur-Yon VF,Stade Beaucairois,2,2
2002-11-30,ligue-1,17,AS Monaco,Paris Saint-Germain,3,1
2002-11-30,ligue-1,17,FC Sochaux,ESTAC Troyes,1,0
2002-11-30,ligue-1,17,SC Bastia,Olympique Marseille,2,0
2002-11-30,ligue-1,17,FC Nantes,Montpellier HSC,3,1
2002-11-30,ligue-1,17,AC Ajaccio,Havre AC,1,2
2002-11-30,ligue-1,17,Stade Rennais,Lille OSC,5,1
2002-11-30,ligue-1,17,CS Sedan,OGC Nice,3,0
2002-11-30,ligue-2,17,ES Wasquehal,US Créteil-Lusitanos,2,3
2002-11-30,ligue-2,17,FC Istres,Clermont Foot 63,1,1
2002-11-30,ligue-2,17,Le Mans FC,Stade Lavallois,1,1
2002-11-30,ligue-2,17,FC Lorient,Grenoble Foot 38,0,2
2002-11-30,ligue-2,17,Chamois Niortais,AS Nancy Lorraine,3,2
2002-11-30,ligue-2,17,Stade de Reims,FC Gueugnon,1,1
2002-11-30,ligue-2,17,AS Saint-Étienne,LB Châteauroux,0,0
2002-11-30,ligue-2,17,Toulouse FC,Amiens SC,1,2
2002-12-01,ligue-1,17,Olympique Lyonnais,RC Strasbourg,2,1
2002-12-01,ligue-1,17,RC Lens,EA Guingamp,1,3
2002-12-01,ligue-1,17,AJ Auxerre,Girondins Bordeaux,1,0
2002-12-03,ligue-1,18,OGC Nice,AC Ajaccio,3,0
2002-12-04,ligue-1,18,Paris Saint-Germain,Olympique Lyonnais,2,0
2002-12-04,ligue-1,18,SC Bastia,CS Sedan,0,1
2002-12-04,ligue-1,18,Montpellier HSC,AS Monaco,1,2
2002-12-04,ligue-1,18,RC Strasbourg,Stade Rennais,1,3
2002-12-04,ligue-1,18,Olympique Marseille,FC Sochaux,1,0
2002-12-04,ligue-1,18,Havre AC,Girondins Bordeaux,1,0
2002-12-04,ligue-1,18,Lille OSC,AJ Auxerre,2,2
2002-12-04,ligue-1,18,ESTAC Troyes,RC Lens,0,0
2002-12-04,ligue-1,18,EA Guingamp,FC Nantes,2,0
2002-12-04,ligue-2,18,SM Caen,AS Beauvais,0,0
2002-12-04,ligue-2,18,LB Châteauroux,Chamois Niortais,4,0
2002-12-04,ligue-2,18,Clermont Foot 63,Le Mans FC,1,0
2002-12-04,ligue-2,18,Grenoble Foot 38,FC Metz,0,0
2002-12-04,ligue-2,18,FC Gueugnon,Toulouse FC,0,1
2002-12-04,ligue-2,18,Stade Lavallois,AS Saint-Étienne,1,0
2002-12-04,ligue-2,18,AS Nancy Lorraine,ES Wasquehal,0,0
2002-12-04,ligue-2,18,Stade de Reims,FC Istres,2,2
2002-12-04,ligue-2,18,ASOA Valence,US Créteil-Lusitanos,2,1
2002-12-05,ligue-2,18,Amiens SC,FC Lorient,0,2
2002-12-05,national,18,Dijon FCO,Louhans-Cuiseaux,2,0
2002-12-05,national,18,AS Cannes,SO Romorantin,0,1
2002-12-05,national,18,FC Rouen 1899,La Roche-sur-Yon VF,3,0
2002-12-05,national,18,AS Angoulême Charente,Racing Besançon,0,2
2002-12-05,national,18,FC Sète,Stade Brestois 29,1,1
2002-12-05,national,18,ES Viry-Châtillon,Trélissac FC,1,0
2002-12-05,national,18,Pau FC,AS Cherbourg,1,1
2002-12-05,national,18,Stade Beaucairois,Olympique Alès-en-Cévennes,0,2
2002-12-07,ligue-2,16,ASOA Valence,ES Wasquehal,0,1
2002-12-09,national,16,Stade Beaucairois,Racing Besançon,0,1
2002-12-11,ligue-2,17,AS Beauvais,ASOA Valence,0,0
2002-12-14,ligue-1,19,FC Sochaux,SC Bastia,2,0
2002-12-14,ligue-1,19,CS Sedan,Olympique Marseille,1,2
2002-12-15,ligue-1,19,Girondins Bordeaux,OGC Nice,4,0
2002-12-15,ligue-1,19,RC Lens,Havre AC,1,0
2002-12-15,ligue-1,19,AS Monaco,EA Guingamp,4,0
2002-12-15,ligue-1,19,AJ Auxerre,RC Strasbourg,0,0
2002-12-15,ligue-1,19,Olympique Lyonnais,Montpellier HSC,1,1
2002-12-15,ligue-1,19,FC Nantes,ESTAC Troyes,2,1
2002-12-15,ligue-1,19,AC Ajaccio,Lille OSC,2,2
2002-12-15,ligue-1,19,Stade Rennais,Paris Saint-Germain,1,0
2002-12-16,national,18,Valenciennes FC,FC Martigues,1,1
2002-12-17,national,18,Angers SCO,Nîmes Olympique,2,3
2002-12-18,ligue-2,19,ES Wasquehal,LB Châteauroux,0,0
2002-12-18,ligue-2,19,Le Mans FC,Grenoble Foot 38,1,0
2002-12-19,ligue-1,20,Paris Saint-Germain,Girondins Bordeaux,1,1
2002-12-19,ligue-2,19,US Créteil-Lusitanos,SM Caen,1,1
2002-12-19,ligue-2,19,AS Beauvais,AS Nancy Lorraine,1,1
2002-12-19,ligue-2,19,FC Istres,FC Gueugnon,1,0
2002-12-19,ligue-2,19,FC Lorient,ASOA Valence,1,0
2002-12-19,ligue-2,19,FC Metz,Amiens SC,1,0
2002-12-19,ligue-2,19,Chamois Niortais,Stade Lavallois,2,1
2002-12-19,ligue-2,19,AS Saint-Étienne,Clermont Foot 63,3,1
2002-12-19,ligue-2,19,Toulouse FC,Stade de Reims,2,0
2002-12-19,national,19,Olympique Alès-en-Cévennes,FC Rouen 1899,1,1
2002-12-19,national,19,Trélissac FC,Dijon FCO,0,3
2002-12-19,national,19,SO Romorantin,Pau FC,0,3
2002-12-19,national,19,La Roche-sur-Yon VF,AS Angoulême Charente,1,2
2002-12-20,ligue-1,20,FC Sochaux,RC Lens,3,0
2002-12-20,ligue-1,20,SC Bastia,FC Nantes,3,1
2002-12-20,ligue-1,20,CS Sedan,Olympique Lyonnais,1,1
2002-12-20,ligue-1,20,RC Strasbourg,OGC Nice,0,0
2002-12-20,ligue-1,20,EA Guingamp,AC Ajaccio,3,1
2002-12-20,ligue-1,20,Olympique Marseille,AS Monaco,1,1
2002-12-20,ligue-1,20,Lille OSC,Havre AC,1,0
2002-12-20,ligue-1,20,ESTAC Troyes,Stade Rennais,0,1
2002-12-20,national,19,Nîmes Olympique,Stade Beaucairois,2,1
2002-12-20,national,19,Louhans-Cuiseaux,Angers SCO,1,0
2002-12-20,national,19,AS Cherbourg,Valenciennes FC,4,2
2002-12-20,national,19,ES Viry-Châtillon,FC Martigues,1,0
2002-12-20,national,19,Racing Besançon,FC Sète,2,2
2003-01-10,ligue-1,21,Olympique Lyonnais,Olympique Marseille,1,0
2003-01-10,national,20,AS Cannes,La Roche-sur-Yon VF,0,0
2003-01-10,national,20,FC Rouen 1899,Louhans-Cuiseaux,1,1
2003-01-10,national,20,FC Sète,Olympique Alès-en-Cévennes,0,1
2003-01-10,national,20,AS Cherbourg,ES Viry-Châtillon,2,1
2003-01-10,national,20,Pau FC,Racing Besançon,1,0
2003-01-11,ligue-1,21,Stade Rennais,EA Guingamp,2,1
2003-01-11,ligue-1,21,AJ Auxerre,ESTAC Troyes,1,0
2003-01-11,ligue-1,21,Girondins Bordeaux,Montpellier HSC,3,1
2003-01-11,ligue-1,21,AS Monaco,SC Bastia,0,0
2003-01-11,ligue-1,21,OGC Nice,Lille OSC,2,0
2003-01-11,ligue-1,21,AC Ajaccio,Paris Saint-Germain,0,0
2003-01-11,ligue-2,20,Grenoble Foot 38,ES Wasquehal,3,0
2003-01-11,ligue-2,20,Toulouse FC,FC Lorient,3,1
2003-01-14,ligue-1,22,Olympique Marseille,Stade Rennais,2,0
2003-01-14,national,16,AS Cannes,FC Martigues,0,1
2003-01-15,ligue-1,22,FC Sochaux,AS Monaco,0,0
2003-01-15,ligue-1,22,SC Bastia,Olympique Lyonnais,2,0
2003-01-15,ligue-1,22,EA Guingamp,AJ Auxerre,0,2
2003-01-15,ligue-1,22,Montpellier HSC,OGC Nice,2,2
2003-01-15,ligue-1,22,Paris Saint-Germain,Havre AC,1,0
2003-01-15,ligue-1,22,CS Sedan,AC Ajaccio,1,1
2003-01-15,ligue-2,21,Le Mans FC,Stade de Reims,1,1
2003-01-15,ligue-2,21,FC Lorient,FC Istres,1,0
2003-01-15,ligue-2,21,Chamois Niortais,Grenoble Foot 38,1,0
2003-01-15,ligue-2,21,ASOA Valence,Clermont Foot 63,4,1
2003-01-16,ligue-2,21,FC Metz,Toulouse FC,0,0
2003-01-17,national,21,Dijon FCO,Stade Beaucairois,1,1
2003-01-17,national,21,Olympique Alès-en-Cévennes,AS Cannes,2,0
2003-01-17,national,21,Louhans-Cuiseaux,AS Angoulême Charente,3,1
2003-01-17,national,21,Trélissac FC,FC Rouen 1899,0,0
2003-01-17,national,21,Racing Besançon,Valenciennes FC,2,0
2003-01-17,national,21,SO Romorantin,AS Cherbourg,0,1
2003-01-17,national,21,La Roche-sur-Yon VF,Pau FC,0,1
2003-01-18,ligue-1,20,Montpellier HSC,AJ Auxerre,0,0
2003-01-18,ligue-1,21,Havre AC,RC Strasbourg,1,1
2003-01-18,ligue-1,21,RC Lens,CS Sedan,4,0
2003-01-18,ligue-2,20,Amiens SC,Chamois Niortais,1,0
2003-01-18,ligue-2,20,LB Châteauroux,SM Caen,2,1
2003-01-21,ligue-1,23,AJ Auxerre,Olympique Marseille,0,0
2003-01-21,ligue-2,22,Toulouse FC,Le Mans FC,2,0
2003-01-22,ligue-1,23,Olympique Lyonnais,FC Sochaux,4,1
2003-01-22,ligue-1,23,AC Ajaccio,ESTAC Troyes,1,0
2003-01-22,ligue-1,23,Girondins Bordeaux,EA Guingamp,4,2
2003-01-22,ligue-1,23,Havre AC,Montpellier HSC,1,0
2003-01-22,ligue-1,23,Lille OSC,RC Strasbourg,0,1
2003-01-22,ligue-1,23,AS Monaco,RC Lens,1,1
2003-01-22,ligue-1,23,FC Nantes,CS Sedan,4,1
2003-01-22,ligue-1,23,OGC Nice,Paris Saint-Germain,0,0
2003-01-22,ligue-1,23,Stade Rennais,SC Bastia,0,1
2003-01-22,ligue-2,22,Amiens SC,AS Nancy Lorraine,0,0
2003-01-22,ligue-2,22,LB Châteauroux,ASOA Valence,1,1
2003-01-22,ligue-2,22,Clermont Foot 63,ES Wasquehal,1,0
2003-01-22,ligue-2,22,Grenoble Foot 38,US Créteil-Lusitanos,3,0
2003-01-22,ligue-2,22,FC Gueugnon,AS Beauvais,2,0
2003-01-22,ligue-2,22,FC Istres,Chamois Niortais,1,3
2003-01-22,ligue-2,22,Stade Lavallois,SM Caen,3,2
2003-01-22,ligue-2,22,FC Lorient,FC Metz,2,0
2003-01-22,ligue-2,22,Stade de Reims,AS Saint-Étienne,1,0
2003-01-24,national,19,Stade Brestois 29,AS Cannes,1,2
2003-01-24,national,20,Stade Beaucairois,Trélissac FC,1,0
2003-01-24,national,21,Nîmes Olympique,FC Sète,2,1
2003-01-24,national,21,ES Viry-Châtillon,Angers SCO,0,0
2003-01-28,ligue-1,24,Olympique Marseille,OGC Nice,2,0
2003-01-28,ligue-2,23,Le Mans FC,FC Lorient,0,1
2003-01-28,ligue-2,23,FC Metz,FC Istres,4,1
2003-01-29,ligue-1,24,FC Nantes,AS Monaco,0,2
2003-01-29,ligue-1,24,SC Bastia,AJ Auxerre,2,0
2003-01-29,ligue-1,24,EA Guingamp,Havre AC,1,2
2003-01-29,ligue-1,24,RC Lens,Olympique Lyonnais,2,2
2003-01-29,ligue-1,24,Montpellier HSC,AC Ajaccio,0,1
2003-01-29,ligue-1,24,Paris Saint-Germain,Lille OSC,1,0
2003-01-29,ligue-1,24,CS Sedan,RC Strasbourg,2,1
2003-01-29,ligue-1,24,FC Sochaux,Stade Rennais,1,0
2003-01-29,ligue-1,24,ESTAC Troyes,Girondins Bordeaux,0,1
2003-01-29,ligue-2,23,AS Nancy Lorraine,LB Châteauroux,1,0
2003-01-29,ligue-2,23,AS Beauvais,Grenoble Foot 38,0,1
2003-01-29,ligue-2,23,US Créteil-Lusitanos,Clermont Foot 63,0,1
2003-01-29,ligue-2,23,ES Wasquehal,Amiens SC,0,0
2003-01-29,ligue-2,23,Chamois Niortais,Stade de Reims,0,0
2003-01-29,ligue-2,23,AS Saint-Étienne,FC Gueugnon,0,3
2003-01-29,ligue-2,23,ASOA Valence,Stade Lavallois,1,0
2003-01-30,ligue-2,23,SM Caen,Toulouse FC,0,2
2003-01-31,ligue-2,24,FC Metz,Le Mans FC,4,0
2003-01-31,national,22,AS Cannes,Nîmes Olympique,2,0
2003-01-31,national,22,FC Martigues,Racing Besançon,0,0
2003-01-31,national,22,AS Angoulême Charente,Trélissac FC,1,0
2003-01-31,national,22,FC Sète,Louhans-Cuiseaux,2,0
2003-01-31,national,22,AS Cherbourg,Stade Brestois 29,1,0
2003-01-31,national,22,Pau FC,Olympique Alès-en-Cévennes,0,0
2003-01-31,national,22,Stade Beaucairois,Angers SCO,0,0
2003-02-01,ligue-1,25,AJ Auxerre,FC Sochaux,2,0
2003-02-01,ligue-1,25,AC Ajaccio,SC Bastia,1,1
2003-02-01,ligue-1,25,Havre AC,ESTAC Troyes,1,0
2003-02-01,ligue-1,25,Olympique Lyonnais,FC Nantes,0,0
2003-02-01,ligue-1,25,AS Monaco,CS Sedan,3,0
2003-02-01,ligue-1,25,OGC Nice,EA Guingamp,1,0
2003-02-01,ligue-1,25,Stade Rennais,RC Lens,1,1
2003-02-01,ligue-1,25,RC Strasbourg,Paris Saint-Germain,0,1
2003-02-01,ligue-2,24,Grenoble Foot 38,ASOA Valence,1,2
2003-02-01,ligue-2,24,FC Istres,AS Beauvais,0,0
2003-02-01,ligue-2,24,Stade Lavallois,AS Nancy Lorraine,0,1
2003-02-01,ligue-2,24,FC Lorient,AS Saint-Étienne,1,1
2003-02-02,ligue-1,25,Girondins Bordeaux,Olympique Marseille,3,1
2003-02-02,ligue-2,24,Toulouse FC,Chamois Niortais,4,1
2003-02-02,ligue-2,24,Clermont Foot 63,SM Caen,2,3
2003-02-04,ligue-1,26,AS Monaco,Olympique Lyonnais,2,0
2003-02-04,ligue-2,25,AS Beauvais,Stade de Reims,1,0
2003-02-04,ligue-2,25,LB Châteauroux,Stade Lavallois,0,2
2003-02-04,national,20,Valenciennes FC,Stade Brestois 29,1,1
2003-02-04,national,20,AS Angoulême Charente,Nîmes Olympique,0,1
2003-02-05,ligue-1,26,CS Sedan,AJ Auxerre,1,2
2003-02-05,ligue-1,26,SC Bastia,Paris Saint-Germain,1,0
2003-02-05,ligue-1,26,RC Lens,Girondins Bordeaux,3,3
2003-02-05,ligue-1,26,Olympique Marseille,Havre AC,2,0
2003-02-05,ligue-1,26,Montpellier HSC,RC Strasbourg,2,1
2003-02-05,ligue-1,26,FC Nantes,Stade Rennais,1,0
2003-02-05,ligue-1,26,ESTAC Troyes,OGC Nice,1,0
2003-02-05,ligue-2,25,AS Nancy Lorraine,Clermont Foot 63,1,0
2003-02-05,ligue-2,25,SM Caen,Grenoble Foot 38,0,0
2003-02-05,ligue-2,25,ES Wasquehal,FC Metz,0,0
2003-02-05,ligue-2,25,Le Mans FC,FC Istres,1,0
2003-02-05,ligue-2,25,Chamois Niortais,FC Lorient,1,1
2003-02-05,ligue-2,25,ASOA Valence,Amiens SC,0,1
2003-02-07,ligue-2,26,Stade de Reims,Stade Lavallois,3,2
2003-02-07,national,23,Stade Brestois 29,SO Romorantin,1,0
2003-02-07,national,23,Angers SCO,FC Rouen 1899,3,1
2003-02-07,national,23,Dijon FCO,AS Angoulême Charente,3,1
2003-02-07,national,23,Nîmes Olympique,Pau FC,0,0
2003-02-07,national,23,Olympique Alès-en-Cévennes,Valenciennes FC,1,2
2003-02-07,national,23,Trélissac FC,FC Sète,1,1
2003-02-07,national,23,ES Viry-Châtillon,Stade Beaucairois,4,1
2003-02-07,national,23,Racing Besançon,AS Cherbourg,1,1
2003-02-07,national,23,La Roche-sur-Yon VF,FC Martigues,0,1
2003-02-08,ligue-1,27,AC Ajaccio,Olympique Marseille,0,2
2003-02-08,ligue-1,27,Girondins Bordeaux,SC Bastia,0,2
2003-02-08,ligue-1,27,Havre AC,CS Sedan,2,1
2003-02-08,ligue-1,27,Lille OSC,RC Lens,0,2
2003-02-08,ligue-1,27,Olympique Lyonnais,ESTAC Troyes,0,0
2003-02-08,ligue-1,27,OGC Nice,FC Sochaux,2,2
2003-02-08,ligue-1,27,Paris Saint-Germain,Montpellier HSC,1,3
2003-02-08,ligue-1,27,Stade Rennais,AS Monaco,0,0
2003-02-08,ligue-1,27,RC Strasbourg,EA Guingamp,3,1
2003-02-08,ligue-2,26,Le Mans FC,AS Saint-Étienne,2,2
2003-02-08,ligue-2,26,Amiens SC,SM Caen,1,0
2003-02-08,ligue-2,26,Clermont Foot 63,LB Châteauroux,1,3
2003-02-08,ligue-2,26,Grenoble Foot 38,AS Nancy Lorraine,0,1
2003-02-08,ligue-2,26,FC Gueugnon,ASOA Valence,2,0
2003-02-08,ligue-2,26,FC Istres,ES Wasquehal,1,0
2003-02-08,ligue-2,26,FC Lorient,US Créteil-Lusitanos,0,0
2003-02-08,ligue-2,26,FC Metz,Chamois Niortais,2,1
2003-02-08,national,23,Louhans-Cuiseaux,AS Cannes,0,1
2003-02-09,ligue-1,27,AJ Auxerre,FC Nantes,0,1
2003-02-09,ligue-2,26,Toulouse FC,AS Beauvais,2,0
2003-02-13,ligue-2,21,US Créteil-Lusitanos,LB Châteauroux,0,2
2003-02-14,ligue-2,20,Clermont Foot 63,AS Beauvais,1,0
2003-02-14,ligue-2,20,FC Istres,AS Saint-Étienne,0,0
2003-02-14,national,24,Valenciennes FC,Nîmes Olympique,4,1
2003-02-14,national,24,Stade Brestois 29,ES Viry-Châtillon,0,0
2003-02-14,national,24,AS Cannes,Trélissac FC,0,1
2003-02-14,national,24,FC Rouen 1899,Stade Beaucairois,4,1
2003-02-14,national,24,FC Sète,Dijon FCO,5,0
2003-02-14,national,24,AS Cherbourg,La Roche-sur-Yon VF,1,0
2003-02-14,national,24,Pau FC,Louhans-Cuiseaux,0,2
2003-02-14,national,24,SO Romorantin,Racing Besançon,0,0
2003-02-15,ligue-1,21,FC Nantes,FC Sochaux,0,1
2003-02-18,ligue-2,20,FC Gueugnon,Le Mans FC,0,1
2003-02-18,ligue-2,20,AS Nancy Lorraine,ASOA Valence,2,2
2003-02-18,national,20,FC Martigues,SO Romorantin,1,0
2003-02-19,ligue-1,22,ESTAC Troyes,Lille OSC,2,0
2003-02-21,national,25,Angers SCO,FC Sète,1,3
2003-02-21,national,25,Dijon FCO,AS Cannes,2,2
2003-02-21,national,25,Nîmes Olympique,FC Martigues,0,1
2003-02-21,national,25,Olympique Alès-en-Cévennes,AS Cherbourg,1,2
2003-02-21,national,25,Louhans-Cuiseaux,Valenciennes FC,0,0
2003-02-21,national,25,Trélissac FC,Pau FC,2,1
2003-02-21,national,25,ES Viry-Châtillon,FC Rouen 1899,0,1
2003-02-21,national,25,Racing Besançon,Stade Brestois 29,0,1
2003-02-21,national,25,La Roche-sur-Yon VF,SO Romorantin,1,2
2003-02-21,national,25,Stade Beaucairois,AS Angoulême Charente,1,0
2003-02-22,ligue-1,28,EA Guingamp,Paris Saint-Germain,3,2
2003-02-22,ligue-1,28,SC Bastia,OGC Nice,1,1
2003-02-22,ligue-1,28,RC Lens,Montpellier HSC,4,0
2003-02-22,ligue-1,28,Olympique Lyonnais,Stade Rennais,4,1
2003-02-22,ligue-1,28,Olympique Marseille,Lille OSC,2,0
2003-02-22,ligue-1,28,FC Nantes,AC Ajaccio,1,0
2003-02-22,ligue-1,28,CS Sedan,Girondins Bordeaux,0,1
2003-02-22,ligue-1,28,FC Sochaux,Havre AC,1,0
2003-02-22,ligue-1,28,ESTAC Troyes,RC Strasbourg,1,0
2003-02-22,ligue-2,27,AS Beauvais,Amiens SC,1,1
2003-02-22,ligue-2,27,SM Caen,FC Gueugnon,3,0
2003-02-22,ligue-2,27,LB Châteauroux,Grenoble Foot 38,0,0
2003-02-22,ligue-2,27,US Créteil-Lusitanos,Stade de Reims,1,1
2003-02-22,ligue-2,27,ES Wasquehal,Toulouse FC,0,0
2003-02-22,ligue-2,27,Stade Lavallois,Clermont Foot 63,1,3
2003-02-22,ligue-2,27,Chamois Niortais,Le Mans FC,1,1
2003-02-22,ligue-2,27,AS Saint-Étienne,FC Metz,1,1
2003-02-22,ligue-2,27,ASOA Valence,FC Istres,0,0
2003-02-23,ligue-1,28,AS Monaco,AJ Auxerre,3,1
2003-02-28,ligue-1,29,OGC Nice,FC Nantes,1,1
2003-02-28,ligue-2,28,Grenoble Foot 38,Stade Lavallois,0,1
2003-02-28,ligue-2,28,AS Saint-Étienne,Chamois Niortais,2,0
2003-02-28,national,26,Valenciennes FC,Trélissac FC,2,1
2003-02-28,national,26,Stade Brestois 29,La Roche-sur-Yon VF,3,0
2003-02-28,national,26,AS Cannes,Angers SCO,1,0
2003-02-28,national,26,FC Martigues,Louhans-Cuiseaux,2,0
2003-02-28,national,26,AS Angoulême Charente,FC Rouen 1899,2,0
2003-02-28,national,26,FC Sète,Stade Beaucairois,3,1
2003-02-28,national,26,AS Cherbourg,Nîmes Olympique,0,0
2003-02-28,national,26,Racing Besançon,ES Viry-Châtillon,0,1
2003-02-28,national,26,Pau FC,Dijon FCO,2,0
2003-02-28,national,26,SO Romorantin,Olympique Alès-en-Cévennes,1,1
2003-03-01,ligue-1,29,Girondins Bordeaux,FC Sochaux,2,0
2003-03-01,ligue-1,29,AC Ajaccio,RC Lens,0,0
2003-03-01,ligue-1,29,Havre AC,SC Bastia,2,0
2003-03-01,ligue-1,29,Lille OSC,AS Monaco,1,3
